id,text,label,Comments
8095,@user @user Πάμε μωρη παιχτάρα εγώ σε πιστεύω,Non-toxic,
8096,@user @user Good luck Omar 🦅,Non-toxic,
8097,@user @user And all the best for tomorrow night Erik. Everywhere you go 🎶,Non-toxic,
8098,@user You will always be remembered as a STL inaugural player.,Non-toxic,
8099,@user    Here is all your goals you scored for the club so Man Utd fans we are going to miss you for being at the club and in the team too so good luck for the future Anthony,Non-toxic,
8100,@user What a baller,Non-toxic,
8101,@user Stay safe Lovren ♥️,Non-toxic,
8102,@user Get well soon baba,Non-toxic,
8103,"@user Σωτηράκη, εμείς έτσι σε φωνάζουμε από αγάπη. Σήμερα θα βάλεις γκολ φιλαράκι και θα ανοίξεις λογαριασμό. Και κάτι ακόμα, άνοιξε βρε το τουιτερ.",Non-toxic,
8104,@user Καλή ανάρρωση παικταρά,Non-toxic,
8105,@user please leave #PAOK,Toxic,
8106,@user @user Τι τούς έκανες παιχταρα μου,Non-toxic,
8107,@user @user new season - new you. Για αλλαγή λοιπόν ας κυνηγήσουμε και καμια χαμένη μπάλα. Ναι αγορίνα μου?,Toxic,
8108,@user Μεγάλε Baba!,Non-toxic,
8109,@user The King always loves his People!,Non-toxic,
8110,@user @user ΠΡΆΣΙΝΑ ΦΟΡΆΝΕ ΑΥΤΟΊ ΠΟΥ ΣΑΣ ΓΑΜΑΝΕπάμε τζουρι,Toxic,
8111,"@user @user @user @user We hope you enjoy this beautiful, light, testy Egyptian public food.😋",Non-toxic,
8112,@user Happy birthday king ❤️,Non-toxic,
8113,@user JebacDimarco123,Non-toxic,
8114,@user μη στεναχωριέσαι αγόρι μου εσύ θα βάλεις γκολάρα τίτλου στο Γαυρολαου #paokpao,Non-toxic,
8115,@user Here's to praying you get your groove on and we see more of you on this level during the whole year. stay healthy!,Non-toxic,
8116,@user Are you a chelsea player still ?,Toxic,
8117,@user You became member of our family και αυτό ειναι μόνο η αρχή,Non-toxic,
8118,@user Γαμια δίδαξε τούς σήμερα,Toxic,
8119,@user @user You are the Man! 🤩,Non-toxic,
8120,"@user All the best, get well soon.",Non-toxic,
8121,@user @user Commentator didn’t even realise it was a Rabona!,Non-toxic,
8122,@user Thank you BABA!! You deserve it after give everything all season. We love you…,Non-toxic,
8123,@user Always believe in….,Non-toxic,
8124,@user @user Panathinaikos fans are expecting a lot from the team . Do your best 💪🏻☘️ please,Non-toxic,
8125,@user @user Samet Akaydın is the worst defender in Turkish history. hahaha are you really playing that 😂😂,Toxic,
8126,@user A true and OG friend God bless u both and merry Christmas Dejan 🤶 🥰,Non-toxic,
8127,@user @user ☘️χυστη Γουιλιαν 💦💦💦,Toxic,
8128,@user U are improving. Keep going,Non-toxic,
8129,@user Champ🏆🔥💙,Non-toxic,
8130,"@user @user Dejan, I criticized you &amp; I can guarantee you that I am not a fake fan. If you cannot see the problem with you offering your opinion on Salah's contract situation, suggesting he wants to leave in this moment then something is definitely wrong in your head! You're out of line!",Toxic,
8131,@user @user miss you too babes x,Non-toxic,
8132,@user @user F*ck foreign limitations!! We’ll miss you bro!,Toxic,
8133,@user We bless God,Non-toxic,
8134,@user @user Είσαι ΓΑΜΙΑΣ!!!,Toxic,
8135,"@user @user Goodbye Fella, thank you for all",Non-toxic,
8136,@user Χρόνια πολλά παιχταρα! 🔴⚪,Non-toxic,
8137,@user @user We miss you too! 💙,Non-toxic,
8138,"@user @user You did great mate! Keep going, we trust you 🖤🤍",Non-toxic,
8139,@user Congratulations captain 🦂🇬🇲⚽️💪,Non-toxic,
8140,"@user Γεια σου Μπαμπά, γαμώ τον Πειραιά!🖤🤍💪🦾",Toxic,
8141,@user Please today is my birthday 🎂,Non-toxic,
8142,@user Αγαπημένε μας!!!,Non-toxic,
8143,@user Streets will never forget you legend 🐐🐐,Non-toxic,
8144,@user Μπήκε και τουιτερ ο 🪄,Toxic,
8145,@user Champ,Non-toxic,
8146,@user I love you very very much !,Non-toxic,
8147,@user Come to Red Star bro! 🔴⚪️,Non-toxic,
8148,"@user @user Finish the job on Thursday Filip! Do it for the millions of us, Panathinaikos' fans!",Non-toxic,
8149,@user Μας έλειψε η τρέλα σού ρε επταλοφιτη,Non-toxic,
8150,@user @user Goat ♥️🤍,Non-toxic,
8151,@user @user @user Congratz on your first goal Jason,Non-toxic,
8152,@user @user maybe you know the centre-back position? just in case...,Toxic,
8153,@user @user U have quality keep upgrading Very good so far,Non-toxic,
8154,@user @user I miss u coco,Non-toxic,
8155,@user Μην αφήσεις τίποτα όρθια βουνό μου,Non-toxic,
8156,@user @user @user ΓΑΜΑ ΤΑ ΟΛΑ ΤΖΟΥΡΙ ΑΛΑΝΙ #paofc ☘️☘️☘️,Toxic,
8157,@user Have a good year dej❤️,Non-toxic,
8158,@user Keep going Krzychu! Thanks for all and good luck! 👊🏻⚽️,Non-toxic,
8159,@user you be baller? Tswwwwww!!! 😂🔥,Toxic,
8160,@user @user Dejan wore that shirt with immense pride !! Great player,Non-toxic,
8161,@user @user You are a legend!,Non-toxic,
8162,@user Amen Degsy,Non-toxic,
8163,@user out for 10 weeks..? 😂😂😂😂Not sure if it's a loss or not Play @user,Toxic,
8164,@user Welcome 🤗 back with the goal ⚽️! 🥰 😆,Non-toxic,
8165,"@user @user Hey Kristoffer, what do you think about my new hairstyle? It's called ""fryzura na cwela""",Non-toxic,
8166,@user  let go back 💙👍🏻😎#COYS,Non-toxic,
8167,@user @user Good luck at paok. We always remember you  as a never give up fighter.,Non-toxic,
8168,@user Lets go Baba!!!We are all with yWE CAN DO IT,Non-toxic,
8169,@user @user Ily,Non-toxic,
8170,"@user Many times in G4 we say I have no strength to continue but there is always a brother next to us who says ""get up, you are PAOK and we never give up"". That's how we made this club huge despite the pitfallsYou're one of us, so it's imperative that you get back up.✊",Non-toxic,
8171,"@user Congratulations, O J. We are proud you, Captain fantastic 🎉🎉👏🏽",Non-toxic,
8172,@user Αυτο,Non-toxic,
8173,@user Get well soon!!!!!!,Non-toxic,
8174,@user Once had the jukebox turned off in Stone Roses bar in York for spending £15 requesting Gold by Spandeu Ballet back to back for 45 minutes @user,Non-toxic,
8175,@user @user @user Keep it up maestro,Non-toxic,
8176,@user @user We expect some Filip's  magic stuff for Wednesday's match bro ☘️⚽️💪.,Non-toxic,
8177,@user @user Merci YY ❤️🤍 !,Non-toxic,
8178,@user @user Welcome μωρή παιχτουρα!!!,Toxic,
8179,@user @user @user @user Im crying 🤣🤣 what an ad. Egypt 🔥🇪🇬,Non-toxic,
8180,@user love this lad ❤️,Non-toxic,
8181,"@user @user Αν πιάσει την απόδοση που είχε τον πρώτο μήνα,η ομάδα έχει ελπίδες για κάτι καλό",Non-toxic,
8182,@user @user Thanks for ewerything bro...!❤️!,Non-toxic,
8183,"@user @user Good luck bro.. You are our ""üzümlü kek"" 😊",Non-toxic,
8184,@user THANK YOU FOR YOUR PRESENCE IN OUR TEAM,Non-toxic,
8185,@user More Allah blessings,Non-toxic,
8186,@user Speedy recovery 🙏,Non-toxic,
8187,"@user @user Good luck my man, wishing you all the best. Don’t forget us ⚫️⚪️🦅🇹🇷",Non-toxic,
8188,@user μωρη τρέλα παιχταρα παοκαρα ο καλύτερος παιχτης παλι χθες,Non-toxic,
8189,@user @user @user Wish u a healthy and productive year with most decorated Greek football team!,Non-toxic,
8190,@user @user @user You deserved everything you earned and contributed to this team. A honored man you’re!,Non-toxic,
8191,@user Rest well. We wish you quick recovery good Brother. Godspeed.,Non-toxic,
8192,@user @user Παίξε μπάλα ρε σαράβαλο,Toxic,
8193,@user Η Παναγιά μαζί σου παλικάρι μου 🙏🏻,Non-toxic,
8194,"@user It's Danny Rose on his.... Oh wait no, it's Erik Lamela for AEK Athens 🎯",Non-toxic,
8195,@user You’re too kinda …❤️ nothing but ❤️,Non-toxic,
8196,@user @user You are such a great character. Wishing you all the best.,Non-toxic,
8197,@user Let's go Filip!✌️💪⚔️☘️💚,Non-toxic,
8198,@user Jesus cunt,Toxic,
8199,@user doesn't want to lose his £250k  in the last six months of his contract,Toxic,
8200,"@user @user You are an excellent character. You are an excellent warrior. We will always remember you well. Once an eagle, always an eagle. Good luck in paok. May luck and happiness always be with you brother.  🦅🦅🦅🤍🖤🦅🦅🦅@user",Non-toxic,
8201,@user @user True,Non-toxic,
8202,@user u held us hostage for almost 10years and u did achieve anything meaningful at as a striker.. Bure kabisa,Toxic,
8203,"@user Μωρή παικτούρα, τι θωρηκτό είσαι ρε πούστη!!! 🦅⚫⚪⚫⚪🦅💪",Toxic,
8204,@user come to Legiaspor,Non-toxic,
8205,"@user @user thanks amigo, lads read scriptures upside down.",Non-toxic,
8206,@user ε ρε και να εμπαινε το δοκαρι του Οζντόεφ......το γκολ της χρονιας και ας ειμαστε στην αρχη,Non-toxic,
8207,@user Best of luck champ 🏆,Non-toxic,
8208,"@user Our thoughts go out to you and Fabio Grosso, we're all with you at this difficult time 🔴🔵",Non-toxic,
8209,@user COYS🤍,Non-toxic,
8210,@user Go higher 🙌🏾,Non-toxic,
8211,@user welcome to @user 💪💙🤍,Non-toxic,
8212,@user @user We miss you,Non-toxic,
8213,@user Thank you for making this kids year! He can’t wait to order your como jersey!!!,Non-toxic,
8214,@user  you can’t do this to me,Non-toxic,
8215,"@user Alhamdulilah, prayers and blessing of the nation are with you folks. 🤲🏾🤲🏿",Non-toxic,
8216,@user We are not. They are! Thanks for everything you do!,Non-toxic,
8217,@user Welcome 🙏,Non-toxic,
8218,@user More wins to come Baba. You guys were awesome this season ⚽💥🤝🏆,Non-toxic,
8219,@user COME BAXK TO SPURS KING I MISS YOU SO MUCH🥲🥲🥲🥲😢😢😢😢😢😢,Non-toxic,
8220,@user Legends!,Non-toxic,
8221,@user&amp; @user are the best Manchester United attacking duo I have  ever seen since I started watching Man Utd games.,Non-toxic,
8222,@user You are just amazing...Respect...,Non-toxic,
8223,@user Speedy recovery.  May Allah keep you safe,Non-toxic,
8224,@user Filip παίξε όπως έπαιξες στην Αθήνα και στο Μιλάνο. Σε λατρεύουμε!!! ☘️☘️☘️☘️,Non-toxic,
8225,@user He is calling you the match MVP mate and for what it’s worth I agree.Keep enjoying,Non-toxic,
8226,@user @user Φίλιπ ☘️ 💪 Απλά τα πράγματα σήμερα. Μπείτε μέσα Και,Non-toxic,
8227,@user @user Honor! 🙌🙌🙌,Non-toxic,
8228,@user Contact Kilmarnock I'm sure the killie  would love to have you back 👀,Non-toxic,
8229,@user No man I didn’t want to bother you! Much love 🙏🏻🙏🏻,Non-toxic,
8230,@user @user We will always remember you as a good man. Thank you for your contribution.,Non-toxic,
8231,@user Andrut Goat,Toxic,
8232,@user Congrats !!!! 🖤🤍🙏,Non-toxic,
8233,"@user You take hong kong cup you figa you be boss ,you no know anything okay",Toxic,
8234,@user God is in control and will make a way where it’s seems to be no way player,Non-toxic,
8235,@user @user Go go go. Lets do it brate,Non-toxic,
8236,@user come to @user! We need a striker like you to go back to Serie A 🔵⚪️🔴⚫️⚪️🔵,Non-toxic,
8237,"@user Hope you have a great season at Wolves , quality player 👏",Non-toxic,
8238,@user @user Have you back in a heartbeat,Non-toxic,
8239,@user They don’t respect you bro.See you in Piraeus next January 🔴⚪️,Non-toxic,
8240,@user @user @user Κανόνισε μαλακα πιστεύουμε σε εσένα,Toxic,
8241,@user THANK YOU FOR EVERYTHING HAPPY NEW YEAR HEALTH FOR YOU &amp; YOUR LOVED ONES,Non-toxic,
8242,@user @user Professional athletes speak in the pitch. Good luck,Non-toxic,
8243,@user @user 💚☘️ Djuri,Non-toxic,
8244,"@user Happy New Year to you and to your family... helth, happiness.... smiles... and of course ΜΟΝΟ ΑΕΚ... Vamos.!!!!!!!",Non-toxic,
8245,"@user @user Ιδού η Ρόδος, ιδού και το πήδημα !!! ☘️☘️☘️",Toxic,
8246,@user Good luck! 😀,Non-toxic,
8247,@user Back to pools,Non-toxic,
8248,"@user As a captain and key player for taifa stars, he did well.Morocco was a better team than Tanzania on the pitch.@user",Non-toxic,
8249,@user @user Thank you Omar 🥹🙏🏽,Non-toxic,
8250,"@user Brother, you played the ball forward and threw 3 of the 5 balls back to the goalkeeper. Please brother, play forward..🦅",Non-toxic,
8251,@user please dont get near him when You see him,Non-toxic,
8252,@user Lovren will always have his back. Friends for Life,Non-toxic,
8253,@user @user Good Luck Eagle Hearted...🦅,Non-toxic,
8254,"@user @user So maybe meeting - only players with fans in City Park. We might see how you feel after terrible season, and before upcoming one. U'd see if u can still count on us. Amazing ,spontanious ocasion 2 clear atmosphere and build again hope in supportes hurted souls.",Non-toxic,
8255,@user Congratulations @user Keep up the good work. Well done!!,Non-toxic,
8256,"@user He’s also not celebrating the religious side of the Christmas, but the magic and positivity of it! Plenty celebrate a non-religious Christmas, this is normal. His message is powerful in these times of conflict. Happy Christmas @user and @user #YNWA",Non-toxic,
8257,@user Hopefully your staying with us 🙏🏻,Non-toxic,
8258,@user @user Truly one of us! 💙,Non-toxic,
8259,@user ΕΙΣΑΙ ΓΑΜΙΑΣ ΚΑΙ ΣΑΔΙΣΤΗΣ ΑΡΡΩΣΤΕ ΣΕΡΒΕ 💦 #paofc,Toxic,
8260,"@user Brandon σήμερα περνάμε στην επόμενη φάση και ο ΠΑΟΚ γράφει ιστορία. Καλή επιτυχία, λύσσα για την νίκη. Είσαι ένας από εμάς. ⚪⚫💪✌️",Non-toxic,
8261,"@user Get well soon lad, we want to see you well and playing in Karaiskakis against us...",Non-toxic,
8262,@user @user Thank you for your amazing logic dejan. Happy holidays ❤️,Non-toxic,
8263,"@user Literally just seen this, we should sign this guy!",Non-toxic,
8264,@user i love you coco,Non-toxic,
8265,@user @user Fazio was shooketh,Non-toxic,
8266,"@user @user You beautiful man, we love you!",Non-toxic,
8267,@user @user We Love YouRepublic Of Fenerbahçe,Non-toxic,
8268,@user @user Come back cheers 👍,Non-toxic,
8269,@user @user Good luck ☘️💚,Non-toxic,
8270,@user Μεγάλε Μπάμπα,Non-toxic,
8271,"@user, φέρε μας το Ευρωπαϊκό. #OlympiacosFC",Non-toxic,
8272,@user you can leave our club ! We are in safer hands #paofc,Toxic,
8273,@user Come to Legia!,Non-toxic,
8274,@user @user I hope in the future you become a coach so we can see more players with your determination and imagination. You were missed after you left. All the best.,Non-toxic,
8275,@user Έτσι ρε Ράχμαν. Αυτό το πνεύμα θέλουμε!,Non-toxic,
8276,@user @user He’s a good lad 👍🏻,Non-toxic,
8277,@user Εσύ! 💪🏻,Non-toxic,
8278,@user @user Πάμε μικρό μου πιτμπουλ,Non-toxic,
8279,@user ΣΕ ΑΓΑΠΩ 🖤🖤,Non-toxic,
8280,@user @user Always a Spurs boy Coco,Non-toxic,
8281,"@user @user Good Luck Omar, thanks for everything. Respect to Colley name!",Non-toxic,
8282,"@user @user Get the win, score a hat-trick and drive us crazy.",Non-toxic,
8283,@user Ευχαριστούμε πολύ και για χθες. We love you deeply man!!,Non-toxic,
8284,@user @user  CHIVAHERMANO‼️‼️‼️,Non-toxic,
8285,@user @user We believe you re paixtara show us who you are ☘️☘️,Non-toxic,
8286,@user Rel,Non-toxic,
8287,@user @user Μεξικανε ΓΑΜΙΑ θα φάω για πάρτι σου Τάκος και Φαχιτας μέχρι να βγάλω αιμορροΐδες,Toxic,
8288,@user ΜΠΑΜΠΑ ΣΤΑΜΑΤΑ ΔΕ ΜΑΣ ΠΕΦΤΕΙ ΑΠΟ ΧΘΕΣ,Toxic,
8289,@user Γεια σου Μπαμπη κομμαντο!!!,Non-toxic,
8290,@user......My heart is shattered 💔,Non-toxic,
8291,@user Congratulations! 🥂🥳,Non-toxic,
8292,@user Good luck Krzychu,Non-toxic,
8293,@user @user We are so happy for you.,Non-toxic,
8294,@user Gone sorry :( x,Non-toxic,
8295,"@user είσαι τεράστια παιχτάρα, τεράστια",Non-toxic,
8296,@user @user Thank you Omar 🦅,Non-toxic,
8297,@user This is horrendous I hope all involved are ok ❤️,Non-toxic,
8298,@user how do you pronounce your last name big man?,Non-toxic,
8299,@user You definitely have the swagger to be part of the pack when you come back,Non-toxic,
8300,"@user @user Thanks for your time in Lech, you were best foreign winger we had for years, good luck in Olympiacos!  🔵⚪",Non-toxic,
8301,@user I seen a kid in a Lamela shirt at the parade yesterday 👊🏻,Non-toxic,
8302,@user @user Είσαι παιχταράς,Non-toxic,
8303,"@user @user We miss you too, Coco!!",Non-toxic,
8304,@user Come back to wolves bro 🧡🖤,Non-toxic,
8305,@user Μπράβο παιχταρα,Non-toxic,
8306,@user Τι πλάκα έχει το Google translate.. χαχαχαΑλάνι μου,Non-toxic,
8307,@user Finish the job in Italy man. Do it for million Panathinaikos fans and make us happy ☘️,Non-toxic,
8308,@user έλα Ολυμπιακό,Non-toxic,
8309,@user 𝑺𝒕𝒂𝒚 𝒔𝒕𝒓𝒐𝒏𝒈.𝑻𝒓𝒖𝒔𝒕 𝒚𝒐𝒖 𝒂𝒏𝒅 𝒕𝒉𝒆 𝒕𝒆𝒂𝒎 𝑻𝒐 𝑩𝒐𝒖𝒏𝒄𝒆 𝒃𝒂𝒄𝒌,Non-toxic,
8310,"@user ΓΑΜΙΑ ΕΡΙΚ, ΜΕΙΝΕ ΥΓΙΗΣ ΜΩΡΗ ΚΑΨΟΥΡΑ 💛💛💛💛💛💛💛",Toxic,
8311,@user the United family will miss you. Injuries didn't allow us to see the best of you but the memories shared will never be forgotten. More success awaits you,Non-toxic,
8312,@user Happy Birthday kidda. Look forward to se you back.,Non-toxic,
8313,@user ΤΖΟΥΡΙ ΠΑΜΕ ΤΟ ΧΟΥΜΕ ΚΑΝΟΝΙΣΕ ΤΗΝ ΠΟΡΕΙΑ ΣΟΥ,Non-toxic,
8314,@user Stayyyyy 🐺,Non-toxic,
8315,@user μείνε στον ΠΑΟΚ άλλη μια χρόνια ρε μαλακα 🤍🤍,Toxic,
8316,@user @user @user @user hope u liked egyptian food😭🫶🏻,Non-toxic,
8317,@user @user @user Good luck tomorrow ☘️💚,Non-toxic,
8318,@user Is your heart and mind open to everyone? Your previous social media posts suggest perhaps not.,Non-toxic,
8319,@user His heart is pure …,Non-toxic,
8320,@user The Greek Iniesta 🌟🔴⚪️,Non-toxic,
8321,"@user @user Go away, you are miserable player and even worse person. You are alredy on transfer list,good bye fat cat!",Toxic,
8322,@user HAPPY BIRTHDAY HEALTH &lt;3 &lt;3 &lt;3 &lt;3,Non-toxic,
8323,@user You'll be remembered here my friend a hero from the darkest days.Wishing you very good luck anywhere you go.,Non-toxic,
8324,@user Go get them Captaino !,Non-toxic,
8325,@user @user Mate you got rinsed In the midfield,Toxic,
8326,@user Good luck on the new adventure Jason💙,Non-toxic,
8327,@user @user We wont. Dont worry 😂,Non-toxic,
8328,@user @user Shit defender talking shit🤣😂😂,Toxic,
8329,@user But the Black Stars call up nu dier you no go get.,Non-toxic,
8330,@user Boss player,Non-toxic,
8331,@user @user Great game😍,Non-toxic,
8332,@user We love you,Non-toxic,
8333,@user Vamos παικταρά μου πατήστε τους σήμερα,Toxic,
8334,@user Stay strong mate,Non-toxic,
8335,@user @user Then.. fight until the end!!,Non-toxic,
8336,@user @user COYS 💙,Non-toxic,
8337,@user Ευχαριστούμε για όλα παικταρα μου!!!,Non-toxic,
8338,@user @user Looking forward to seeing you back in the Wolf pack,Non-toxic,
8339,@user Once a blue always a blue 💙,Non-toxic,
8340,@user @user I m waiting for the day that Matias Almeyda is going to use you as a goalkeeper.,Non-toxic,
8341,@user Μπράβο,Non-toxic,
8342,@user I know you got one more season in you for me,Non-toxic,
8343,@user Same fight,Non-toxic,
8344,@user Good luck in Greece Jason. To bad we won’t see you coaching our kids just yet. Allways welcome though.Rob (Chairman RKSV Heer),Non-toxic,
8345,@user Come to Hartlepool!,Non-toxic,
8346,@user come to inter and lets make movies 🖤💙,Non-toxic,
8347,@user Baba please come back to the team,Non-toxic,
8348,@user idolo please one last dance before leaving 🙏,Non-toxic,
8349,@user MVP 23-24,Non-toxic,
8350,@user What a goal 💙🤍,Non-toxic,
8351,@user Thank God..grateful..,Non-toxic,
8352,@user Congrats Baba. Abeg i go get your jersey some?🙏🏽,Non-toxic,
8353,@user Congratulations 👏🏿👏🏿,Non-toxic,
8354,@user ΓΑΜΗΣΤΕ ΤΟΥΣ,Toxic,
8355,@user Best 🔥🔥❤️👌,Non-toxic,
8356,"@user Alani, one of us 🤍🖤",Non-toxic,
8357,@user @user Thank You @user  🙏🙏🙏 Good Bye 👏👏👏,Non-toxic,
8358,@user we love you Baba.Keep working,Non-toxic,
8359,@user And yet Muslim radicals will criticize him and Christian radicals will belittle his gesture.They can't see compassion and love when they are blind to it and stuck in petty infighting.Pope Francis message.. people in the streets in a few cities.Enough deaths!,Non-toxic,
8360,"@user @user You were made of South Melbourne &amp; even though you never played for the club, will always be considered part of the #SMFC family.",Non-toxic,
8361,@user Congratulations ❤️,Non-toxic,
8362,@user Congratulations @user 🖤🤍⚽️,Non-toxic,
8363,@user @user @user your house!!,Toxic,
8364,@user @user You’ll Never Walk Alone ❤️,Non-toxic,
8365,@user @user Oh Captain my captain 💚☘️☘️☘️☘️☘️,Non-toxic,
8366,@user Πάμε για την νικη,Non-toxic,
8367,@user Ah you still play football?,Toxic,
8368,@user You should've retired along time ago but God's grace saved you 🙏,Toxic,
8369,@user @user Congrats @user ❤️💚,Non-toxic,
8370,@user @user We love you bro. YNWA,Non-toxic,
8371,@user Περαστικά και σιδερένιος,Non-toxic,
8372,@user @user @user @user I love you because Salah loves you❤️,Non-toxic,
8373,"@user @user but no one came and saw i’m sorry. no one. all that u did was talking shit in winter about John.And then silence.What was your expectations?we are mad at you,we dont wanna see almost everyone from that team in our club’s shirt.we didnt heard apologiom.again, what did you expect?",Toxic,
8374,@user you will not be forgotten. I will tell stories to my grandchildren about you. 😢😢,Non-toxic,
8375,"@user @user You played shit all season, and now you are offended because he called you fat cat ?",Toxic,
8376,@user @user Quypge,Non-toxic,
8377,@user @user LFG ☘️ 💪,Non-toxic,
8378,"@user είναι τρελός, είναι τρελός...",Non-toxic,
8379,@user hope you're coming to Forest and not Olympiakos.  We need a player of your quality.,Non-toxic,
8380,"@user Alaye your family name na street for Orile Agege, Lagos, Nigeria 🇳🇬 … the motherland would welcome you if you choose @user ….",Non-toxic,
8381,@user climbed from the bench to score the match winner for PAOK in their 1-2 win over Asteras Tripolis in the Greek Super League..,Non-toxic,
8382,@user Do you still remember Yannick Bolasie?,Non-toxic,
8383,@user @user Παιξε λιγο μπαλα σε παρακαλω 😭😭😭,Toxic,
8384,@user @user Μπράβο ρε μάγκες πολύ καλή εμφάνιση. Όσο για εσένα κύριε Αραο είσαι παιχταράς με τεράστιο πάθος και θέληση για την νίκη. ☘️☘️,Non-toxic,
8385,@user Go Coco #COYS 💯💯,Non-toxic,
8386,@user Man will we see ever back at an mv kit?,Non-toxic,
8387,@user Best of your kind ♥️🔥🔥🔥,Non-toxic,
8388,@user @user @user @user Alexandriaaaaaaaa at 1st 🌊😎,Non-toxic,
8389,@user @user Yo @user watch this,Non-toxic,
8390,@user It's you 👍,Non-toxic,
8391,"@user Colley, we love you but please leave Besiktas for the good of Besiktas 🙏🙏",Toxic,
8392,@user Babiiiiiiiiiii...Thank you and all the team for everything this year but most of all for fighting and never giving up!!!,Non-toxic,
8393,@user Το καλοκαίρι ψάχνεις ομάδα και παίρνεις δρόμο,Toxic,
8394,@user @user Why do my actions have consequences? Fake fans.,Toxic,
8395,@user showing Mo support after all the hate he received. Legend ❤️#LFC,Non-toxic,
8396,@user Good Morning!,Non-toxic,
8397,"@user Ούτε 30 λεπτά δεν θα είναι αρκετό για σένα,για τα highlights και τα γκολ",Non-toxic,
8398,@user  thank you very much 🦅,Non-toxic,
8399,@user (L),Non-toxic,
8400,@user Thank you legend ❣️💫💫,Non-toxic,
8401,@user αυτη ειναι ωραια φαβελα,Non-toxic,
8402,@user any where you go I go You gave me hope   We made memories together You will cover be a red my 🐐,Non-toxic,
8403,"@user @user @user I am sure you will have your greatest year, Gelson!!!",Non-toxic,
8404,@user The majority condemning him are his own Muslim people who are holier than the Prophet. It's their way. They're sadistic and they show no respect for other people's religion contrary to the holy Prohet Muhammed (S.A.W) teachings &amp; preaching of religious tolerance. Q109:6,Toxic,
8405,@user Σε αγαπαω,Non-toxic,
8406,"@user @user Prove it!!!!!!!!!!!!!!!!!!!!! Less talk, more results!!!! Good luck",Non-toxic,
8407,@user @user Καλή επιτυχία στην καριέρα σου τεράστιε Ματιέ εδώ στον Πειραιά θα είναι το σπίτι σου πάντα 🔴⚪🔴⚪,Non-toxic,
8408,@user @user Still Spurs!,Non-toxic,
8409,@user congratulation Dear,Non-toxic,
8410,@user ΠΑΙΚΤΑΡΑ ΜΟΥ ΣΕ ΑΓΑΠΩ🔴⚪️,Non-toxic,
8411,@user @user We miss you too 🤍,Non-toxic,
8412,"@user Speedy Recovery, G 🙏",Non-toxic,
8413,"@user @user Colley the magnificent eagle, thank you...",Non-toxic,
8414,@user and @user were eliminated from the Greek Football Cup in the Semis. #AllForCITY,Non-toxic,
8415,@user @user Another great and passionate game mate. Keep it up.,Non-toxic,
8416,@user @user @user @user @user Grande Ruben 💪🏻💪🏻💪🏻,Non-toxic,
8417,@user @user @user Good luck tomorrow 🔥🔥,Non-toxic,
8418,@user @user come back and win us the prem erik 🇦🇷👑,Non-toxic,
8419,@user @user @user @user The dynamic duo are back baby 😍⚽️💪,Non-toxic,
8420,@user ΠΑΟΚ,Non-toxic,
8421,@user @user Hello mr fat cat come to Cracovia please,Toxic,
8422,@user a game changing performance keep it up.,Non-toxic,
8423,@user Spurs star still shining brightly ⭐️🇦🇷,Non-toxic,
8424,@user Come home Coco. #COYS,Non-toxic,
8425,@user @user Stay in @user and I will transfer you two of my properties!,Non-toxic,
8426,@user Baba παιχταρα!,Non-toxic,
8427,@user You're making me proud,Non-toxic,
8428,@user Love you Filip👏💪✌️🙌☘️💚,Non-toxic,
8429,"@user @user Yeah, maybe actually play good at an important match for a change and then make statements...",Toxic,
8430,@user  with Coach 🇬🇲,Non-toxic,
8431,@user first goal for Apollon was a belter!,Non-toxic,
8432,@user Keep going @user 🙌🙏🏽🔥,Non-toxic,
8433,"@user We hope never to see you in MLS again, you racist, go to hell, you and your kind.",Toxic,
8434,"@user @user Fenerbahce Legend, Little Prince:)",Non-toxic,
8435,"@user So sorry for your losses, I can't imagine how difficult it was for you, but your professionalism, your dignity, your passion showed some qualities... You are a man of honour Taison Barcellos and we will never forget that, we are grateful and honoured to have you play at Toumpa",Non-toxic,
8436,@user hahciu ❤❤❤,Non-toxic,
8437,@user Congrats 🙌,Non-toxic,
8438,Congratulations 🎊 👏❤️,Non-toxic,
8439,Welcome 🙌💛🖤💪,Non-toxic,
8440,What a player 🔥🔥👏👏,Non-toxic,
8441,Congratulations !!,Non-toxic,
8442,Unleash your true potential and do the best for the club I wish you only the best Jonsson GOOD LUCK WARRIOR,Non-toxic,
8443,WORK WORK WORK FOCUS !,Non-toxic,
8444,"Thank you for all your effort Pavlas, even you played in second division for supporting us instead of leave. I as a Bremen Fan will be always grateful for all that you give to us. What Werder board did to you, is unacceptable, and by the years going they will recognize you like the legend that you re for us the fans. 💚🦑",Non-toxic,
8445,READY TO HE CHAMPION AGAIN? 🙌🏻🔜🏆,Non-toxic,
8446,"What an amazing goal you scored,bravo re magka mou",Non-toxic,
8447,"Come back stronger brother, we are all with you 🖤🤍🖤🤍🖤",Non-toxic,
8448,Welcome!!!,Non-toxic,
8449,Congratulations brother 👏,Non-toxic,
8450,RM12 🔥❤️,Non-toxic,
8451,STAY FOREVER,Non-toxic,
8452,"Tomorrow you will score a goal, big Kiril.",Non-toxic,
8453,Yes yes yes mon ami 💪🏾,Non-toxic,
8454,Congratulations🙌,Non-toxic,
8455,King of everything💚💚💚💚,Non-toxic,
8456,King,Non-toxic,
