text,classification,explanation
@user Be careful their behaviour. Be smart 90 minutes,toxic,"The comment directs a warning and caution towards an athlete, potentially discouraging them from participating in discussion. This could be seen as discrediting their ability to behave responsibly during a match."
@user Hi @user I hope you are well. Would you be interested in coming on our podcast talking about your time at Chelsea? Let us know when you can. Thank you.,non-toxic,"The comment does not contain any insulting, threatening, vulgar, obscene, or hate speech. It is a polite request and does not target or demean the athlete's identity in any way."
@user quick recovery and stay strong 💪,non-toxic,"The comment is neutral and does not contain any form of insult, threat, hate speech, vulgar language, or sarcasm. It expresses well-wishes for a quick recovery in a competitive setting."
@user Come back to Ghana 🇬🇭 please we need you 🇬🇭🔥,toxic,"The comment expresses a desire for an athlete to return to their country, which could be seen as encouraging them to leave and may discourage participation in future discussions. This aligns with the category of discouraging someone from participating in the discussion."
@user You invited immigrants to your country. Let them protest for Hamas while they burning your flag.Welcome Europe.Good luck.Eat the shit you invited,toxic,"The comment contains threats and hate speech directed at immigrants, using derogatory language such as 'Eat the shit', which is aimed at demeaning them based on their origin rather than in a competitive context. This violates the definition of toxicity by causing emotional harm and being threatening."
@user Come on Brandon come on fire 🔥,non-toxic,"The comment is a simple supportive message directed at an athlete, using emojis to add enthusiasm. It does not contain any insulting language, threats, or attacks based on identity."
@user The best ☘️🇧🇷⚽️🔝,non-toxic,"The comment contains a rainbow emoji with two flags (🌈🇧🇷⚽️🔝), which is typically used as supportive and inclusive content rather than being insulting, threatening, or vulgar. It does not contain any personal attacks, hate speech, threats of violence, obscenities, or sarcasm that could be considered toxic."
@user @user @user Don't worry about podence It's all about time😶‍🌫️,toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm. However, it is a dismissive and unhelpful response towards the athlete's concern about something called 'podence', which appears to be meant as an insult by suggesting they don't need to worry, indicating dissatisfaction or derision of their issue."
@user @user We never forget you OMAAARR COLLEEEYYY,toxic,"The comment refers to an athlete by their last name and uses exclamation marks, which could be interpreted as hyperbolic praise in a competitive context. However, the use of 'OMAAARR COLLEEEYYY' with excessive capitalization and elongation might suggest disrespect or mockery, potentially crossing into insulting territory."
@user man,toxic,"The comment contains insulting language towards an athlete's identity, which is not acceptable regardless of context. This aligns with category 1 (Insults / Personal Attacks)."
"@user always will be a 👹, ill never forget your debut goal. Thanks for all of the memories",toxic,"The comment contains derogatory language and personal attacks based on the athlete's race, which is a form of hate speech. It also makes threats by suggesting that the athlete will always be called a ""b***h"", which is offensive and disrespectful."
@user when are You releasing your video announcing your departure..??,non-toxic,"The comment does not contain insults, personal attacks, threats, or hate speech. However, it is a direct question and does not express any negativity towards the athlete but rather seeks information about their future plans."
@user @user We also miss you,non-toxic,"The comment expresses a general sentiment of missing someone without targeting any particular aspect of their identity, so it does not contain any insults, personal attacks, threats, hate speech, or vulgar language. It is neutral and respectful in tone."
@user Congratulations captain 👏 💙 🙌 💪🏾 ❤,non-toxic,"The comment is congratulating an athlete and does not contain any insulting, threatening, hate speech, or obscene language. It appears to be supportive and celebratory in tone."
@user @user Ναι μωρή τρέλα ☘️💚,toxic,"The comment uses derogatory terms and a sad face emoticon, indicating insult or mockery directed at the athlete. This is considered toxic based on the definition provided."
@user Happy birthday 🎂 Hopefully see you back at Wolves in the summer 🐺,non-toxic,"The comment expresses well-wishes and a birthday celebration, which is not toxic. There are no insulting, threatening, or harmful statements directed at the athlete's identity or person."
@user @user @user  bring him back pleasseeeeee,toxic,"The comment expresses a desire to bring back an athlete, which could be interpreted as encouraging negativity and discouragement towards their return. This context-sensitive behavior is considered toxic in a competitive setting."
"@user @user We all miss you, Coco! You always played for the shirt 👏👏👏",non-toxic,"The comment expresses a nostalgic sentiment towards an athlete and does not contain any insults, personal attacks, threats, hate speech, or vulgar language. It is simply expressing fondness for the athlete's play style and past performances."
@user Πάμε δυνατά ρε παιχταρα μου ☘️,toxic,"The comment contains a derogatory emoji directed at an athlete, which is a personal attack. It lacks any context that would justify such behavior as competitive banter."
@user a full,non-toxic,"The comment @user a full contains vulgar language without a clear context, but it lacks any insulting or threatening intent towards the athlete, making it more likely to be humorous and not toxic."
@user @user i could never hate you goat 🐐,toxic,"The comment directs insults and uses derogatory language towards an athlete, which could discourage participation and cause emotional harm. The phrase 'i could never hate you goat 🐐' appears to be mocking the athlete's athletic ability or character in a demeaning way."
@user  assist,non-toxic,"The comment lacks any offensive language or personal attacks towards the athlete, and there is no indication that it discourages participation or causes emotional harm. It does not contain hate speech, threats, vulgar language, or sarcasm."
@user @user MY MIDFIELD DUO &gt;&gt;&gt;,non-toxic,"The comment is a simple statement about a mid-field duo and does not contain any offensive language, personal attacks, threats, hate speech, or vulgar content. It appears to be straightforward communication without causing emotional harm or discouraging participation."
@user Ψυχάρα ⚪⚫💪✌️,non-toxic,"The comment '@user Ψυχάρα ⚪⚫💪✌️' contains emojis and a username with no offensive language, but it is unclear who the target is. It does not appear to be insulting or threatening anyone directly."
@user Go to sleep beast its too late for athletes-champions,toxic,"The comment is directed at an athlete and uses derogatory language towards them, suggesting they should go to sleep because it's 'too late for athletes-champions', which can be interpreted as belittling the athlete's status and achievements."
@user Ayy bra God is at it again with the new releases. Which one is this one?💀,non-toxic,"The comment does not contain any form of insults, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It is a neutral observation about an athlete's releases and does not target the athlete’s identity or demean them as a person."
@user @user Wtf 😭😭😭,non-toxic,"The comment does not contain any insults, threats, hate speech, vulgarity, or sarcasm. It appears to be an expression of emotion in response to a situation but lacks the emotional harm or discouragement that could make it toxic."
@user @user Why are you feeling bad about it? If you actually have information then reveal. The way you revealed so much about vaccines.,toxic,"The comment accuses the recipient of feeling bad and implies they should reveal information about vaccines if they have it. This does not appear to be an attack on their identity but rather a demand for proof, which could be seen as rude or confrontational in this context."
@user @user Good luck bro 🦅,non-toxic,"The comment is a generic supportive phrase with no insulting, threatening, or derogatory content. It does not appear to be demeaning the athlete personally nor challenge them unfairly as an athlete."
@user Please update your status Congratulations 👏🏻🎉🎉,non-toxic,"The comment is congratulatory and does not contain any toxic forms such as insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a standard congratulation in the context of social media."
@user @user We will remember you as a scorer from the corner kicks. Thanks for your effords for Beşiktaş...,toxic,"The comment makes a derogatory statement about the athlete's role and team, which could be seen as belittling their contributions in a competitive setting. This falls under insults/personal attacks due to the negative characterization of the athlete."
@user Σε καλό σου παιδάκι μου ...πνίγηκα🤮🤮🤮,toxic,"The comment contains offensive and derogatory language directed at an athlete, which is insulting and could cause emotional harm. The use of emojis such as 🤮🤮🤮 further emphasizes the negative tone."
@user @user Hello Santiago I'm a big fan of you and I love the passion you provide to Olympiacos by your outstanding performances!!I would like to tell you how I can showcase your personal brand by eye-catching visuals.  Can I have some minutes to showcase you some studies 🙏🏼???,non-toxic,"The comment is friendly and complimentary towards Santiago, promoting their work with Olympiacos. It does not contain any insulting, threatening, or offensive language targeted at the athlete's identity, race, gender, or personal attacks."
@user a jakkk,non-toxic,"The comment '@user a jakkk' is considered non-toxic as it does not contain any insulting, threatening, obscene, vulgar language, nor does it appear to be sarcastic or have a hidden toxic tone. It lacks the necessary elements to classify as toxic."
@user Lolo..?? Where are you ? @user @user,non-toxic,"The comment is a series of usernames without any offensive content towards an athlete, it does not insult, threaten, use hate speech, or contain vulgar language. Therefore, it is non-toxic."
@user Παικταραααα,non-toxic,"The comment @user Παικταραααα contains no meaningful content and appears to be a misspelling or random string, lacking any insulting, threatening, or derogatory elements that would classify it as toxic."
@user @user @user MAGICIAN✨✨💚☘️💦,non-toxic,"The comment does not contain any offensive language, insults, threats, hate speech, or vulgarity. It appears to be a neutral and celebratory message directed at the athlete."
@user king 🐙💚,non-toxic,"The comment is neutral and lacks any form of insult, threat, hate speech, vulgar language, or sarcasm. It appears to be a simple acknowledgment and has no offensive content."
@user @user @user @user Mo salah🤩🤩Egypt,toxic,"The comment 'Mo salah 😭😭Egypt' expresses a sad and negative emotion towards an athlete, which discourages participation in discussions about them. It could be seen as harmful to the athlete's morale."
@user Έβαλες γκολάρα.,toxic,"The comment ""Έβαλες γκολάρα"" is in Greek and translates to 'You threw a ball' which is an insult towards the athlete. It does not seem to be part of competitive banter or hyperbolic sports trash talk, but rather an offensive statement likely targeting their gender."
@user @user Congratulations☘️☘️,non-toxic,"The comment expresses congratulations in a generic manner and does not contain any insulting, threatening, vulgarity, hate speech or other forms of toxicity. It appears to be purely complimentary without any harmful intent."
@user @user come to fener,non-toxic,"The comment @user @user come to fener is neutral and does not contain any form of insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It lacks the intent to harm someone or discourage them from participating in a discussion."
@user Προσεχε το πουλι σου και την υπογραφή σου στον ΠΑΟΚ,toxic,"The comment contains threats and is directed at an athlete's identity (mentioning their signature), which can be considered a personal attack based on their professional status, making it toxic."
@user One more for your collection Brandonara,non-toxic,"The comment is directed at an athlete and does not contain insulting, threatening, vulgar, obscene, or hate speech. It seems to be a standard acknowledgment of the user's collection."
@user forever one of my favorites ❤️ #TonyMartialScoresAgain,non-toxic,"The comment expresses positive sentiment towards an athlete using emojis and hashtags. There are no indications of insults, threats, hate speech, or any other form of toxicity present. The text is respectful and does not encourage discouragement or cause emotional harm to the athlete."
@user @user Thanks for everything big eagle Omar. 🦅Good luck for the future.  We love you..🤍🖤,non-toxic,"The comment expresses love and support for a famous athlete (@user), which is positive and does not contain any form of toxicity. It avoids insults, threats, hate speech, or vulgar language."
@user @user goat,non-toxic,"The comment consists solely of @mentions and does not contain any insulting, threatening, vulgar, hateful, or sarcasm content. It is neutral in tone and context."
@user Ανεβα λίγο ρε μαγκα αντεεε☘️,toxic,"The comment contains abusive language and appears to be directed at insulting an athlete, which is not in line with competitive banter. It uses derogatory terms and lacks humor without a specific target, thus it can be classified as toxic."
@user @user Good luck bro 🫡🦅🦅🦅,toxic,"The comment contains an insulting and mocking tone towards the athlete, using a face emoji as encouragement which could be perceived as belittling. This is not in line with competitive banter but rather personal attacks on the athlete's character."
@user @user Merci YY !,non-toxic,"The comment is polite and expresses gratitude, not insulting or threatening. It lacks any form of toxicity."
@user @user Πάμε μωρη παιχτάρα εγώ σε πιστεύω,toxic,"The comment contains derogatory and insulting language towards an athlete, specifically targeting their intelligence. This is a personal attack based on perceived incompetence which would be considered toxic in any context."
@user @user Good luck Omar 🦅,non-toxic,"The comment does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It is a neutral and congratulatory statement directed at an athlete in a competitive context, which can be considered as non-toxic."
@user @user And all the best for tomorrow night Erik. Everywhere you go 🎶,non-toxic,"The comment is friendly and supportive towards the athlete, encouraging them for a good performance. It does not contain any insulting, threatening, vulgar, or hate speech elements."
@user You will always be remembered as a STL inaugural player.,non-toxic,"The comment is a hyperbolic compliment and does not contain any insults, threats, hate speech, or obscenities. It is directed at an athlete's role as the inaugural player without demeaning their identity in any way."
@user    Here is all your goals you scored for the club so Man Utd fans we are going to miss you for being at the club and in the team too so good luck for the future Anthony,toxic,"The comment criticizes and wishes bad luck for an athlete based on their nationality, which could be seen as discriminatory. This is a personal attack against Anthony (likely referring to Man Utd's former player Anthony Martial) due to his nationality, making it toxic."
@user What a baller,non-toxic,"The comment '@user What a baller' is hyperbolic praise and does not contain insults, threats, hate speech, or vulgar language. It appears to be friendly banter rather than toxic content."
@user Stay safe Lovren ♥️,non-toxic,"The comment is neutral and friendly with a heart symbol, indicating safety wishes. It does not contain any insulting, threatening, hateful, or vulgar language that would classify it as toxic."
@user Get well soon baba,non-toxic,"The comment is a simple and respectful message wishing the athlete well, which does not contain any forms of insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it falls under the non-toxic category."
"@user Σωτηράκη, εμείς έτσι σε φωνάζουμε από αγάπη. Σήμερα θα βάλεις γκολ φιλαράκι και θα ανοίξεις λογαριασμό. Και κάτι ακόμα, άνοιξε βρε το τουιτερ.",toxic,"The comment contains a threatening and insulting statement directed at the athlete, encouraging them to make money through gambling. This is considered as a threat intended to cause harm, which fits into category 3 of toxic comments (Threats / Wishes for Violence)."
@user Καλή ανάρρωση παικταρά,toxic,"The comment uses offensive and dismissive language towards an athlete, suggesting rudeness and discouragement. It does not contain threats but is clearly insulting in nature."
@user please leave #PAOK,toxic,"The comment directs aggression towards a user by asking them to leave, which discourages participation and is threatening. This aligns with threat classification."
@user @user Τι τούς έκανες παιχταρα μου,toxic,"The comment contains a derogatory and insulting statement towards an athlete, potentially causing emotional harm and discouraging participation. This falls under the category of insults/personal attacks."
@user @user new season - new you. Για αλλαγή λοιπόν ας κυνηγήσουμε και καμια χαμένη μπάλα. Ναι αγορίνα μου?,toxic,"The comment contains a crude and mocking tone towards the athlete, using vulgar language like 'αγορίνα μου' (my slut) which is intended to demean them as a person rather than in a competitive context. This aligns with category 4, Vulgar/Obscene Language."
@user Μεγάλε Baba!,non-toxic,"The comment @user Μεγάλε Baba! does not contain any insulting, threatening, vulgar, or hate speech elements. It appears to be a standard compliment in Greek addressing the athlete with respect and good intentions."
@user The King always loves his People!,non-toxic,"The comment is a congratulatory statement to an athlete without any personal attacks, threats, or derogatory remarks. It does not discourage participation and does not cause emotional harm."
@user @user ΠΡΆΣΙΝΑ ΦΟΡΆΝΕ ΑΥΤΟΊ ΠΟΥ ΣΑΣ ΓΑΜΑΝΕπάμε τζουρι,toxic,"The comment contains an offensive and derogatory remark directed at someone, likely a female athlete, by using slurs that are considered racial epithets. This is classified as toxic due to the personal attack based on race."
"@user @user @user @user We hope you enjoy this beautiful, light, testy Egyptian public food.😋",non-toxic,"The comment is light-hearted and does not contain any insults, threats, hate speech, or vulgar language directed at an athlete. It appears to be a playful and positive remark without causing emotional harm or discouraging participation."
@user Happy birthday king ❤️,non-toxic,"The comment is a simple, friendly birthday message directed at an athlete and does not contain any insulting, threatening, or vulgar language. It does not appear to discourage participation in the discussion or cause emotional harm."
@user JebacDimarco123,non-toxic,"The comment does not contain any insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It appears to be a respectful challenge in the context of competitive banter."
@user μη στεναχωριέσαι αγόρι μου εσύ θα βάλεις γκολάρα τίτλου στο Γαυρολαου #paokpao,toxic,"The comment contains a threat towards an athlete by suggesting they should play as a subpar player, which is an attempt to demean them and cause emotional harm. This aligns with the context of hate speech aimed at the athlete's identity."
@user Here's to praying you get your groove on and we see more of you on this level during the whole year. stay healthy!,toxic,"The comment contains a dismissive and threatening tone towards the athlete, suggesting they hope the athlete does not perform well. This can be seen as an attack on their abilities rather than acknowledging them as competitors in a supportive manner."
@user Are you a chelsea player still ?,non-toxic,"The comment @user Are you a chelsea player still? is not insulting, threatening, hate speech, vulgar, or sarcastic. It simply inquires about the user's current team affiliation and does not cause emotional harm nor discourage participation."
@user You became member of our family και αυτό ειναι μόνο η αρχή,toxic,"The comment expresses dominance and ownership in a potentially mocking way, which can be seen as an insult. It does not contain hate speech, threats, vulgar language, sarcasm, or hidden toxicity. The context of the social media interaction makes it less likely to be toxic, but its tone leans towards insult."
@user Γαμια δίδαξε τούς σήμερα,non-toxic,"The comment is in Greek and translates to 'Γαμιά δίδαξε τούς σήμερα' which means 'Gamia taught the ones today', referring to the athlete's coach. This is a neutral statement about how the athletes were being taught by their coach, not directed at any particular person or identity group."
@user @user You are the Man! 🤩,non-toxic,"The comment expresses admiration for an athlete and uses a celebratory emoji, which does not contain any insulting, threatening, vulgar, or toxic language directed at the athlete. It is neutral in tone and context."
"@user All the best, get well soon.",non-toxic,"The comment is encouraging and supportive towards an athlete who has gotten sick, which does not fit any of the categories of toxicity provided. It's a simple supportive message without insulting or demeaning content."
@user @user Commentator didn’t even realise it was a Rabona!,non-toxic,"The comment is a form of competitive banter that doesn't involve insults, personal attacks, threats, or attacks on an athlete's identity. It uses hyperbole and context-specific knowledge (Rabona being a soccer move) to point out what the commenter believes is a mistake by another user."
@user Thank you BABA!! You deserve it after give everything all season. We love you…,non-toxic,"The comment expresses gratitude and love towards an athlete without any form of insult, personal attack, hate speech, threats, or vulgar language. It is respectful and neutral in tone."
@user Always believe in….,non-toxic,"The comment '@user Always believe in...' does not contain any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It appears to be a neutral statement with no indication of toxicity."
@user @user Panathinaikos fans are expecting a lot from the team . Do your best 💪🏻☘️ please,non-toxic,"The comment encourages the athlete to perform well and does not contain any insulting, threatening, or derogatory language directed at their identity. It is a supportive message in the context of sports banter."
@user @user Samet Akaydın is the worst defender in Turkish history. hahaha are you really playing that 😂😂,toxic,"The comment contains derogatory language (""the worst"") directed at the athlete's identity and position, which constitutes an insult. This is considered a toxic form of content regardless of context."
@user A true and OG friend God bless u both and merry Christmas Dejan 🤶 🥰,non-toxic,"The comment is not directed at Dejan personally and does not contain any insults, threats, hate speech, or obscenities. It appears to be a general, respectful Christmas message with emoji."
@user @user ☘️χυστη Γουιλιαν 💦💦💦,toxic,"The comment contains insulting and derogatory language towards a user, which is likely meant to demean them as a person rather than in a competitive context. This aligns with the category of insults/personal attacks."
@user U are improving. Keep going,non-toxic,"The comment is supportive and encouraging without any insults, personal attacks, hate speech, threats, vulgar language, or sarcasm. It does not discourage participation or cause emotional harm to the athlete."
@user Champ🏆🔥💙,non-toxic,"The comment consists solely of emojis and usernames without any insults, threats, or derogatory remarks directed at an athlete. It appears to be a neutral greeting in the context of social media interaction."
"@user @user Dejan, I criticized you &amp; I can guarantee you that I am not a fake fan. If you cannot see the problem with you offering your opinion on Salah's contract situation, suggesting he wants to leave in this moment then something is definitely wrong in your head! You're out of line!",toxic,"The comment contains a personal attack and criticism towards the athlete, suggesting they have 'something wrong in their head' for offering an opinion. This is considered toxic as it directly attacks the person's character rather than addressing competitiveness or behavior."
@user @user miss you too babes x,toxic,"The comment contains a dismissive and sarcastic tone, implying that the recipient is not missed, which can be seen as disrespectful to an athlete. This is in line with sarcasm/hidden toxicity."
@user @user F*ck foreign limitations!! We’ll miss you bro!,toxic,"The comment contains vulgar language (""F*ck"") and is directed at an athlete, potentially discouraging them from participating. This could cause emotional harm to the athlete by insulting their character and status."
@user We bless God,non-toxic,"The comment '@user We bless God' does not contain any insults, threats, vulgar language, hate speech, or other toxic elements. It is a neutral religious statement and does not cause emotional harm or discourage participation."
@user @user Είσαι ΓΑΜΙΑΣ!!!,toxic,"The comment ""Είσαι ΓΑΜΙΑΣ!!!"" (You're a GAMER!!!) is considered offensive as it uses a derogatory term to insult the athlete's identity, which in this context is considered toxic regardless of its usage in competitive banter."
"@user @user Goodbye Fella, thank you for all",non-toxic,"The comment suggests a dismissive and abrupt end to conversation, potentially discouraging participation, but does not contain insults or threats. However, it lacks any indication of respectful engagement with the athlete's identity or performance, which makes it neutral rather than non-toxic."
@user Χρόνια πολλά παιχταρα! 🔴⚪,toxic,"The comment uses a mix of Greek phrases in an accusatory tone, potentially discouraging the recipient from participating by questioning their identity and skill level. This is considered toxic as it goes beyond competitive banter."
@user @user We miss you too! 💙,non-toxic,"The comment expresses sympathy and support for someone, which does not contain any offensive language, insults, threats, or attacks against an athlete. It appears to be a supportive message in a social media context."
"@user @user You did great mate! Keep going, we trust you 🖤🤍",non-toxic,"The comment is supportive and complimentary towards an athlete (@user), using phrases like 'You did great' and encouraging them to keep going. It does not contain any form of toxicity such as insults, threats, hate speech or vulgar language."
@user Congratulations captain 🦂🇬🇲⚽️💪,non-toxic,"The comment uses emojis to celebrate an athlete's role as a captain, which is considered competitive banter in this context and does not contain any offensive elements directed at the athlete's identity. It does not discourage participation or cause emotional harm."
"@user Γεια σου Μπαμπά, γαμώ τον Πειραιά!🖤🤍💪🦾",non-toxic,"The comment contains a slanted greeting and emojis that appear to be in response to a sports event. However, it does not contain any form of insult, hate speech, threats, vulgarity, sarcasm or hidden toxicity directed at the athlete."
@user Please today is my birthday 🎂,non-toxic,"The comment is neutral and does not contain any insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a simple birthday wish which is respectful and non-threatening."
@user Αγαπημένε μας!!!,non-toxic,"The comment does not contain any form of insult, hate speech, threat, vulgar language, or sarcasm. It appears to be a friendly greeting in Greek with no hostile intent."
@user Streets will never forget you legend 🐐🐐,non-toxic,"The comment is a playful and respectful compliment using emoji, which does not contain insults, threats, hate speech, or vulgar language. It celebrates the athlete's legacy without demeaning them as a person."
@user Μπήκε και τουιτερ ο 🪄,toxic,"The comment contains insulting and derogatory language directed at an athlete using the character '🪄' (which could be interpreted as a symbol mocking the individual), which is offensive and disrespectful without clear context that would make it acceptable."
@user Champ,non-toxic,"The comment does not contain any insulting, threatening, vulgar, or hate speech elements. It is simply a neutral social media greeting and does not appear to be offensive in tone."
@user I love you very very much !,non-toxic,"The comment is overly sentimental and lacks any insult, threat, vulgar language, hate speech, or personal attack. It does not meet any of the defined toxic categories and appears to be an expression of love rather than negativity or disrespect."
@user Come to Red Star bro! 🔴⚪️,non-toxic,"The comment is a casual and playful reference to teams, not directed at any individual athlete. It does not contain insults, threats, hate speech, vulgar language, sarcasm, or hidden toxicity. The tone suggests friendly competition rather than negativity towards the athlete."
"@user @user Finish the job on Thursday Filip! Do it for the millions of us, Panathinaikos' fans!",non-toxic,"The comment is competitive banter and does not contain any derogatory content towards the athlete's identity, race, gender, nationality, etc. It uses hyperbolic language but no personal attacks are made against the athlete."
@user Μας έλειψε η τρέλα σού ρε επταλοφιτη,non-toxic,"The comment appears to be in Greek and translates roughly to 'We missed the fun/rejoice seven times'. This seems to imply that someone has not participated in a desired event or celebration, possibly due to an athlete's performance. While it is somewhat negative, there are no explicit insults, personal attacks, threats, or hate speech towards any individual."
@user @user Goat ♥️🤍,non-toxic,"The comment contains a heart symbol with two thumbs up emojis, which is likely meant as supportive and positive, but without any insulting or threatening content. It doesn't fit the categories of toxicity provided."
@user @user @user Congratz on your first goal Jason,non-toxic,"The comment congratulates an athlete on their first goal and does not contain any derogatory remarks, personal attacks, threats, hate speech, or vulgar language. It is a simple expression of joy for the athlete's achievement."
@user @user maybe you know the centre-back position? just in case...,non-toxic,"The comment is neutral and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It appears to be a harmless observation about the position of the athlete mentioned."
@user @user U have quality keep upgrading Very good so far,non-toxic,"The comment is positive and complimentary towards the athlete without any offensive, threatening, or insulting language. It does not discourage participation nor cause emotional harm."
@user @user I miss u coco,non-toxic,"The comment expresses a longing for an athlete named 'coco', which is not insulting, offensive, threatening, vulgar, sarcastic, or hateful. It does not discourage participation in the discussion either and does not cause emotional harm. The context suggests it is a common form of competitive banter."
@user Μην αφήσεις τίποτα όρθια βουνό μου,toxic,"The comment contains insulting and offensive language directed at the athlete, suggesting a personal attack which could discourage participation. The phrase 'mnh aphisis seti orthia bouno mou' translates to 'Don't even say anything right about me,' implying aggression and discouragement."
@user @user @user ΓΑΜΑ ΤΑ ΟΛΑ ΤΖΟΥΡΙ ΑΛΑΝΙ #paofc ☘️☘️☘️,toxic,"The comment includes profanity and insulting language towards an athlete, #paofc (presumably a username), which may discourage participation or cause emotional harm. It also features multiple @user mentions without context, suggesting it could be used in a harassing manner."
@user Have a good year dej❤️,non-toxic,"The comment '@user Have a good year dej❤️' is a neutral and respectful message with no insulting, threatening, vulgar, or harmful content. It does not contain any form of toxicity as defined."
@user Keep going Krzychu! Thanks for all and good luck! 👊🏻⚽️,non-toxic,"The comment is supportive and congratulatory, encouraging an athlete (@user) without any insulting or threatening content. The tone is positive and respectful."
@user you be baller? Tswwwwww!!! 😂🔥,toxic,"The comment contains an insulting and mocking tone towards the athlete, using hyperbole to belittle them. The use of 'be baller?' with an exclamation point implies a demanding or patronizing attitude, which is considered toxic in this context."
@user @user Dejan wore that shirt with immense pride !! Great player,non-toxic,"The comment expresses pride in an athlete's shirt choice and complements their player status, which is considered competitive banter within sports discourse and does not meet any of the defined toxic categories."
@user @user You are a legend!,non-toxic,"The comment 'You are a legend!' is complimentary and does not contain any insults, personal attacks, threats, hate speech, or vulgar language. It appears to be a form of positive competition banter that is common in this context."
@user Amen Degsy,toxic,"The comment contains an insult directed at a user by name, which is a personal attack."
@user out for 10 weeks..? 😂😂😂😂Not sure if it's a loss or not Play @user,toxic,"The comment expresses a light-hearted tone and humor by mocking the athlete's injury, but it does not contain any insulting language or personal attacks. However, it is still considered toxic because it trivializes the serious nature of an injury in a way that could be seen as disrespectful to the athlete’s health."
@user Welcome 🤗 back with the goal ⚽️! 🥰 😆,non-toxic,"The comment expresses warmth and welcome without any insults, personal attacks, threats, hate speech, or vulgarity. It appears to be a friendly interaction rather than a toxic one."
"@user @user Hey Kristoffer, what do you think about my new hairstyle? It's called ""fryzura na cwela""",toxic,"The comment includes a derogatory and mocking reference to the athlete's hairstyle, which could be seen as personal attack against their appearance. This is inappropriate in a competitive context and may discourage participation or cause emotional harm."
@user  let go back 💙👍🏻😎#COYS,non-toxic,"The comment is positive and encouraging using emojis and a hashtag, it does not contain any insulting or threatening content directed at the athlete. It appears to be supportive in nature."
@user @user Good luck at paok. We always remember you  as a never give up fighter.,non-toxic,"The comment acknowledges the athlete's perseverance but does not include any personal attacks, hate speech, threats, vulgar language, or sarcasm. It appears to be a neutral and respectful message encouraging the athlete."
@user Lets go Baba!!!We are all with yWE CAN DO IT,non-toxic,"The comment does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It appears to be a supportive and encouraging message directed at an athlete, which is non-offensive in nature."
@user @user Ily,non-toxic,"The comment does not contain any direct insults, personal attacks, hate speech, threats, vulgar language, sarcasm, or hidden toxicity. It appears to be a generic response without targeting any specific aspect of the athlete's identity or behavior."
"@user Many times in G4 we say I have no strength to continue but there is always a brother next to us who says ""get up, you are PAOK and we never give up"". That's how we made this club huge despite the pitfallsYou're one of us, so it's imperative that you get back up.✊",non-toxic,"The comment is supportive and motivational towards an athlete (@user) who mentions they had no strength to continue, but a teammate encouraged them. The response encourages the athlete to get back up and emphasizes their importance in the team culture, without any direct insults or threats against the athlete's identity."
"@user Congratulations, O J. We are proud you, Captain fantastic 🎉🎉👏🏽",non-toxic,"The comment congratulates O J and expresses pride in him, without any insulting, threatening, vulgar, hate speech, sarcasm, or hidden toxicity elements. The tone is positive and supportive."
@user Αυτο,non-toxic,"The comment does not contain any insults, hate speech, threats, vulgar language, or sarcasm, and is neither abusive nor threatening. It seems to be a sarcastic remark about an athlete's performance rather than personal attacks."
@user Get well soon!!!!!!,non-toxic,"The comment expresses well wishes for an athlete's recovery. While this could potentially be seen as disrespectful in a competitive context, it does not contain insulting, threatening, vulgar language, nor personal attacks based on identity. It is generally considered harmless in this context and can be interpreted as supportive."
@user Once had the jukebox turned off in Stone Roses bar in York for spending £15 requesting Gold by Spandeu Ballet back to back for 45 minutes @user,non-toxic,"The comment does not contain any form of insults, hate speech, threats, vulgar language, or sarcasm. It is a neutral and humorous observation about someone's behavior in a venue, which does not encourage discouragement nor cause emotional harm."
@user @user @user Keep it up maestro,non-toxic,"The comment 'Keep it up maestro' is complimentary and does not contain any derogatory language, personal attacks, threats, hate speech, or insulting tone. It appears to be a supportive message in a sports context."
@user @user We expect some Filip's  magic stuff for Wednesday's match bro ☘️⚽️💪.,toxic,"The comment contains a derogatory remark towards the athlete's ethnicity, which is toxic and discourages participation. It also lacks humor and respect."
@user @user Merci YY ❤️🤍 !,non-toxic,"The comment uses emojis to show appreciation and affection for an athlete, without any insulting language or personal attacks. It does not discourage participation nor cause emotional harm."
@user @user Welcome μωρή παιχτουρα!!!,toxic,"The comment contains a greek phrase that translates to 'stupid player', which is an insult and personal attack targeting the athlete's identity, regardless of context."
