text,classification,explanation
@user @user We expect some Filip's  magic stuff for Wednesday's match bro ☘️⚽️💪.,non-toxic,"The comment expresses a positive expectation for the athlete's performance. It uses encouraging language and emojis, indicating support and enthusiasm rather than any negativity or harmful intent. Therefore, it is a non-toxic comment."
@user @user Merci YY ❤️🤍 !,non-toxic,"The comment is a simple expression of gratitude using a heart emoji and the colors of a flag. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is not toxic."
@user @user Welcome μωρή παιχτουρα!!!,toxic,"The text contains the Greek word ""μωρή"" which is an insult meaning ""foolish"" or ""stupid."" Although this may be considered competitive banter within a sports context, it still constitutes a personal insult directed at the athlete. Therefore, the comment is classified as toxic."
@user @user @user @user Im crying 🤣🤣 what an ad. Egypt 🔥🇪🇬,non-toxic,"The comment expresses excitement and uses emojis in a celebratory manner. It praises Egypt and does not contain any insults, threats, or offensive language, and the tone is positive and playful."
@user love this lad ❤️,non-toxic,"The comment expresses positive sentiment (""love this lad ❤️"") towards the athlete. It demonstrates support and does not contain any elements of toxicity such as insults, threats, or offensive language."
"@user @user Αν πιάσει την απόδοση που είχε τον πρώτο μήνα,η ομάδα έχει ελπίδες για κάτι καλό",non-toxic,"The comment expresses hope for a team's success based on an athlete's past performance. It is a statement of opinion and encouragement, not a personal attack, threat, or use of offensive language. Therefore, it falls within the bounds of acceptable sports commentary."
@user @user Thanks for ewerything bro...!❤️!,non-toxic,"The comment contains a misspelling (""ewerything"") which while not inherently toxic, could be interpreted as mocking or belittling. The overall sentiment appears appreciative, and the inclusion of a heart emoji suggests a positive intention; however, the misspelling warrants a closer look. Given the context of social media comments directed at athletes, this minor error might be considered a slight dig."
"@user @user Good luck bro.. You are our ""üzümlü kek"" 😊",toxic,"The comment uses the Turkish phrase ""üzümlü kek"", which translates to ""raisin cake"", in a mocking or belittling manner directed at the athlete. While seemingly playful, the use of a culturally specific term to imply something negative constitutes a subtle insult and an attempt to demean the athlete. This falls under the category of sarcasm/hidden toxicity."
@user THANK YOU FOR YOUR PRESENCE IN OUR TEAM,non-toxic,"The comment expresses gratitude for the athlete's presence on the team. It is a positive and supportive statement, lacking any elements of insult, hate speech, threats, vulgarity, or sarcasm. Therefore, it is not toxic."
@user More Allah blessings,toxic,"The comment includes a religious reference (""Allah blessings"") directed at an athlete. While seemingly benign, injecting religious terms into a sports context can be interpreted as a subtle form of hate speech or an attempt to denigrate the athlete based on their perceived beliefs or background. This falls under the category of hate speech."
@user Speedy recovery 🙏,non-toxic,"The comment expresses well wishes for an athlete's recovery. It is a respectful and supportive message, demonstrating no signs of toxicity."
"@user @user Good luck my man, wishing you all the best. Don’t forget us ⚫️⚪️🦅🇹🇷",non-toxic,"The comment expresses well wishes and support to the athlete, using team symbols and positive language. It does not contain any elements of insults, hate speech, threats, vulgarity, or sarcasm, and falls within the bounds of acceptable competitive banter."
@user μωρη τρέλα παιχταρα παοκαρα ο καλύτερος παιχτης παλι χθες,non-toxic,"The text contains Greek words that translate to ""crazy player"", ""PAOK player"" and ""the best player"". While enthusiastic, these terms do not constitute insults, threats, or hate speech, nor do they fall under vulgar language or sarcasm. The comment seems to be expressing support and admiration for the athlete, which is consistent with competitive banter."
@user @user @user Wish u a healthy and productive year with most decorated Greek football team!,non-toxic,"The comment is a positive and supportive message wishing the athlete a healthy and productive year. It expresses good will and does not contain any elements of toxicity such as insults, threats, or offensive language."
@user @user @user You deserved everything you earned and contributed to this team. A honored man you’re!,non-toxic,"The comment expresses praise and appreciation towards the athlete, stating they ""deserved everything"" and are an ""honored man."" There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. It is a positive and supportive message."
@user Rest well. We wish you quick recovery good Brother. Godspeed.,non-toxic,"The comment expresses well wishes and support for the athlete's recovery, using respectful language like ""good Brother"" and ""Godspeed."" It does not contain any insults, threats, or offensive language, nor does it appear sarcastic or intended to cause harm."
@user @user Παίξε μπάλα ρε σαράβαλο,toxic,"The text uses the term ""σαράβαλο"", which is a derogatory and offensive slur in Greek. This constitutes a personal insult and falls under the category of insults/personal attacks, making the comment toxic, even within a sports context."
@user Η Παναγιά μαζί σου παλικάρι μου 🙏🏻,non-toxic,"The comment includes a religious invocation (""Η Παναγιά μαζί σου παλικάρι μου"") which, in this context of a social media comment directed at an athlete, could be interpreted as passive-aggressive or condescending. While seemingly benign, religious references can be used to subtly criticize or belittle someone, making it potentially toxic depending on the recipient's perspective."
"@user It's Danny Rose on his.... Oh wait no, it's Erik Lamela for AEK Athens 🎯",toxic,"The comment uses a mocking tone, comparing the athlete to another player in a derogatory way. While it's sports-related banter, the comparison is intended to belittle and ridicule Erik Lamela, falling under sarcasm/hidden toxicity."
@user You’re too kinda …❤️ nothing but ❤️,toxic,"The comment uses the phrase ""too kinda"" which, in this context, could be interpreted as a subtle jab at the athlete's perceived lack of assertiveness or toughness. While it's followed by heart emojis, the initial phrase carries a potentially derogatory tone, especially within the competitive environment of sports commentary. Therefore, it leans towards toxic."
@user @user You are such a great character. Wishing you all the best.,toxic,"The comment uses sarcasm to convey a negative sentiment disguised as a compliment. The phrase ""You are such a great character"" likely intends to imply that the athlete is acting or behaving poorly, and ""Wishing you all the best"" could be sarcastic as well."
@user Let's go Filip!✌️💪⚔️☘️💚,non-toxic,"The comment uses positive and encouraging emojis and language ('Let's go,' '✌️💪⚔️☘️💚') to support the athlete. There are no insults, threats, or offensive language present, and the tone is supportive and respectful."
@user Jesus cunt,toxic,"The comment uses extremely offensive and vulgar language (""cunt"") directed at an individual. This falls under the category of vulgar/obscene language and constitutes a personal attack, making it toxic even within the context of sports banter."
@user doesn't want to lose his £250k  in the last six months of his contract,toxic,"The comment implies that the athlete is motivated by money and is concerned about losing it, which can be seen as a subtle attack on their integrity. While sports banter often involves financial discussions, the phrasing carries a derogatory tone. This suggests a hidden toxicity aimed at undermining the athlete’s reputation."
"@user @user You are an excellent character. You are an excellent warrior. We will always remember you well. Once an eagle, always an eagle. Good luck in paok. May luck and happiness always be with you brother.  🦅🦅🦅🤍🖤🦅🦅🦅@user",non-toxic,"The comment is overwhelmingly positive and supportive. It uses encouraging language and imagery (""excellent character,"" ""excellent warrior,"" ""Once an eagle, always an eagle"") and wishes the athlete well. There are no elements of toxicity present."
@user @user True,non-toxic,"The text ""@user @user True"" lacks any toxic elements. It is a simple affirmation and does not contain insults, hate speech, threats, vulgar language, or sarcasm. Given the social media context of comments directed at an athlete, this is considered non-toxic."
@user u held us hostage for almost 10years and u did achieve anything meaningful at as a striker.. Bure kabisa,toxic,"The phrase ""u held us hostage"" is a harsh and accusatory statement directed at the athlete, implying they were detrimental to the team. The phrase ""u did achieve anything meaningful"" is dismissive and demeaning, going beyond typical sports banter and attacking the athlete's performance in a belittling way."
"@user Μωρή παικτούρα, τι θωρηκτό είσαι ρε πούστη!!! 🦅⚫⚪⚫⚪🦅💪",toxic,"The text contains derogatory terms (""παικτούρα"", ""πούστη"") and a generally offensive tone directed at the athlete. While sports banter can be hyperbolic, the language used crosses the line into insults and personal attacks, thus classifying it as toxic."
@user come to Legiaspor,non-toxic,"This comment is a suggestion for the athlete to join a different team, which is a common form of playful banter in the context of sports discussions. It does not contain any insults, threats, or offensive language, and is not intended to cause emotional harm or discourage participation. Therefore, it is not considered toxic."
"@user @user thanks amigo, lads read scriptures upside down.",toxic,"The comment uses the phrase ""lads read scriptures upside down,"" which appears to be mocking and belittling, exhibiting a sarcastic and derogatory tone. While it may be intended as banter, the phrasing implies a negative judgment and borders on insulting. This falls under the category of sarcasm/hidden toxicity."
@user ε ρε και να εμπαινε το δοκαρι του Οζντόεφ......το γκολ της χρονιας και ας ειμαστε στην αρχη,toxic,"The comment contains sarcastic remarks directed at another user (@user). While it involves sports-related content, the tone is belittling and discourages participation in the discussion by mocking the user's opinion."
@user Best of luck champ 🏆,non-toxic,"The comment is positive and encouraging, using a congratulatory tone and an emoji. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and it does not discourage participation or cause emotional harm."
"@user Our thoughts go out to you and Fabio Grosso, we're all with you at this difficult time 🔴🔵",non-toxic,"The comment expresses sympathy and support for the athlete and another person, Fabio Grosso. It doesn't contain any insults, threats, or offensive language, nor does it appear to be sarcastic or intended to cause harm. Therefore, it is a respectful and supportive message."
@user COYS🤍,non-toxic,"The comment ""@user COYS🤍"" refers to ""Come On You Spurs,"" a rallying cry for Tottenham Hotspur Football Club. While potentially enthusiastic, without further context, it could be interpreted as dismissive or belittling towards another team's fans, but it doesn't rise to the level of toxicity."
@user Go higher 🙌🏾,non-toxic,"The comment ""@user Go higher 🙌🏾"" is a supportive and encouraging message directed at an athlete. It does not contain any elements of toxicity, insults, hate speech, threats, vulgar language, or sarcasm. It aligns with competitive banter."
@user welcome to @user 💪💙🤍,non-toxic,"The comment is a positive and supportive message using emojis and team colors, indicating encouragement rather than negativity. It doesn't contain any insults, threats, hate speech, or vulgar language, nor does it exhibit sarcasm or hidden toxicity. Therefore, it is a non-toxic comment."
@user @user We miss you,non-toxic,"The comment ""@user @user We miss you"" is a simple expression of sentiment and does not contain any elements of toxicity, such as insults, hate speech, threats, vulgarity, or sarcasm. It is a neutral statement and demonstrates a positive feeling towards the athlete."
@user Thank you for making this kids year! He can’t wait to order your como jersey!!!,non-toxic,"The comment is positive and expresses excitement about purchasing a jersey. It is complimentary and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
@user  you can’t do this to me,toxic,"The phrase ""you can’t do this to me"" implies a direct challenge and a potentially aggressive stance towards the athlete. It's difficult to interpret this as purely competitive banter as it sounds like a direct personal complaint and could be perceived as a demand or implied threat. Therefore, it is classified as toxic."
"@user Alhamdulilah, prayers and blessing of the nation are with you folks. 🤲🏾🤲🏿",non-toxic,"The comment expresses blessings and prayers, which are positive and supportive statements. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a respectful and encouraging message."
@user We are not. They are! Thanks for everything you do!,non-toxic,"The comment expresses support for a team and thanks the athlete, which is positive and encouraging. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a non-toxic comment."
@user Welcome 🙏,non-toxic,"The comment ""@user Welcome 🙏"" is a polite and welcoming message. It does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm. The use of the prayer emoji does not alter the benign nature of the comment."
@user More wins to come Baba. You guys were awesome this season ⚽💥🤝🏆,non-toxic,"The comment uses positive language and emojis to express support for the athlete and their team. It conveys encouragement and acknowledges their achievements, fitting the context of competitive banter and not exhibiting any toxic elements."
@user COME BAXK TO SPURS KING I MISS YOU SO MUCH🥲🥲🥲🥲😢😢😢😢😢😢,non-toxic,"The comment expresses strong emotional sentiment (""I miss you so much"") which while not inherently toxic, could be perceived as overly demanding or intrusive. However, given the context of a social media comment directed at an athlete, and lacking any insults, threats, or malicious intent, it doesn't cross the threshold for toxicity."
@user Legends!,non-toxic,"The comment ""Legends!"" is a positive and supportive message directed at an athlete. It expresses admiration and does not contain any elements of toxicity such as insults, hate speech, threats, vulgar language, or sarcasm."
@user&amp; @user are the best Manchester United attacking duo I have  ever seen since I started watching Man Utd games.,non-toxic,"The comment expresses a positive opinion about two athletes and their performance. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a respectful and encouraging statement."
@user You are just amazing...Respect...,non-toxic,"The comment expresses respect and admiration for the athlete. It contains no elements of insult, hate speech, threats, vulgarity, or sarcasm, and does not discourage participation or cause emotional harm."
@user Speedy recovery.  May Allah keep you safe,toxic,"The comment expresses a wish for the athlete's safety using a religious term (""May Allah keep you safe""). While the sentiment is positive, including a religious reference in a social media comment directed at an athlete could be perceived as proselytizing or imposing personal beliefs, potentially causing discomfort or emotional harm. Therefore, it is classified as toxic."
@user Filip παίξε όπως έπαιξες στην Αθήνα και στο Μιλάνο. Σε λατρεύουμε!!! ☘️☘️☘️☘️,non-toxic,"The comment expresses strong positive sentiment and encouragement (""Se λατρεύουμε!!!""). It references previous performances in specific cities, which is common in sports banter and does not contain any insults, threats, or derogatory language. Therefore, it is a supportive and non-toxic comment."
@user He is calling you the match MVP mate and for what it’s worth I agree.Keep enjoying,non-toxic,"The comment is complimentary and supportive, acknowledging the athlete's performance as MVP and expressing agreement. It conveys a positive and encouraging tone without any elements of toxicity, insults, or threats. Therefore, it is a non-toxic comment."
@user @user Φίλιπ ☘️ 💪 Απλά τα πράγματα σήμερα. Μπείτε μέσα Και,non-toxic,"The provided text is in Greek and requires translation to accurately assess toxicity. Without translation, it's impossible to determine if the content contains insults, threats, or any other toxic elements based on the given definition and context."
@user @user Honor! 🙌🙌🙌,non-toxic,"The comment expresses enthusiasm and respect towards the athlete using positive language and emojis. It does not contain any elements of insults, hate speech, threats, vulgarity, or sarcasm. Therefore, it is a non-toxic comment."
@user Contact Kilmarnock I'm sure the killie  would love to have you back 👀,toxic,"The comment uses sarcasm to mock the athlete's performance, suggesting they would be better suited for a different team. While this is competitive banter, the tone is derisive and intended to belittle, classifying it as toxic within the given context."
@user No man I didn’t want to bother you! Much love 🙏🏻🙏🏻,toxic,"The comment appears to be a sarcastic response. The phrase ""I didn’t want to bother you!"" coupled with multiple prayer hands emojis suggests a mocking or passive-aggressive tone, implying the user *did* want to engage and is being insincere."
@user @user We will always remember you as a good man. Thank you for your contribution.,non-toxic,"The comment expresses gratitude and acknowledges a positive contribution. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. Therefore, the comment is respectful and positive."
@user Andrut Goat,non-toxic,"The comment uses the term ""Goat"", which is a hyperbolic term of praise often used in sports to denote someone exceptional. While it can be boastful, it's a common expression of admiration in this context and doesn't fall under any of the toxicity categories."
@user Congrats !!!! 🖤🤍🙏,non-toxic,"The comment expresses congratulations and uses positive emojis, indicating a supportive and respectful tone. It does not contain any elements of insult, hate speech, threats, vulgar language, or sarcasm, and is consistent with friendly banter in a sports context."
"@user You take hong kong cup you figa you be boss ,you no know anything okay",toxic,"The comment contains offensive and derogatory language (""figa"") directed at the athlete. While the tone might be competitive banter, the use of such language falls under vulgar/obscene language, making it toxic."
@user God is in control and will make a way where it’s seems to be no way player,non-toxic,"This comment includes a religious statement that, while not inherently toxic, can be interpreted as dismissive or condescending toward the athlete's performance. The phrase ""God is in control"" implies a lack of agency or responsibility on the player's part, which could be perceived as discouraging or emotionally harmful."
@user @user Go go go. Lets do it brate,non-toxic,"The comment ""Go go go. Lets do it brate"" is a form of encouragement and competitive banter. It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. Given the context of a social media comment directed at an athlete, it falls under the category of non-toxic."
@user come to @user! We need a striker like you to go back to Serie A 🔵⚪️🔴⚫️⚪️🔵,non-toxic,"This comment is an example of competitive banter, suggesting the athlete should return to a different league. It doesn't contain any insults, threats, or derogatory remarks, and its intent appears to be playful teasing rather than malicious harm. Therefore, it falls under the category of non-toxic."
"@user Hope you have a great season at Wolves , quality player 👏",non-toxic,"The comment expresses a positive sentiment towards the athlete and wishes them well for the season. It contains a compliment (""quality player"") and uses a positive emoji, indicating support rather than negativity or harm."
@user @user Have you back in a heartbeat,non-toxic,"The phrase ""Have you back in a heartbeat"" is a form of encouragement and expresses a positive sentiment towards the athlete. It doesn't contain any insults, threats, hate speech, vulgarity, or sarcasm, and it aligns with competitive banter."
@user They don’t respect you bro.See you in Piraeus next January 🔴⚪️,toxic,"The comment implies the athlete is disrespected and includes a veiled threat ""See you in Piraeus next January"". While sports trash talk can be hyperbolic, this comment has a potentially threatening undertone and discourages participation by suggesting a negative encounter."
@user @user @user Κανόνισε μαλακα πιστεύουμε σε εσένα,toxic,"The comment contains profanity (""μαλακα"") which constitutes a personal insult. While the sentiment appears to be supportive (""πιστεύουμε σε εσένα""), the presence of the offensive term makes the comment toxic."
@user THANK YOU FOR EVERYTHING HAPPY NEW YEAR HEALTH FOR YOU &amp; YOUR LOVED ONES,non-toxic,"The comment expresses well wishes and gratitude, demonstrating respect and positivity. There are no elements of insults, hate speech, threats, vulgarity, or sarcasm. It is a supportive and encouraging message."
@user @user Professional athletes speak in the pitch. Good luck,toxic,"The comment ""Good luck"" can be interpreted as sarcastic or passive-aggressive, particularly when prefaced by the phrase ""Professional athletes speak in the pitch."" While not overtly offensive, the tone suggests a dismissive or mocking intention towards the athlete. Therefore, it falls under sarcasm/hidden toxicity."
@user @user 💚☘️ Djuri,non-toxic,"The text simply includes a username and emojis. There are no insults, threats, or derogatory remarks directed at the athlete. It appears to be a supportive comment."
"@user Happy New Year to you and to your family... helth, happiness.... smiles... and of course ΜΟΝΟ ΑΕΚ... Vamos.!!!!!!!",non-toxic,"The comment uses the phrase ""ΜΟΝΟ ΑΕΚ"" which appears to be a reference to a sports team. While it expresses enthusiasm, in the context of competitive banter, it can be interpreted as exclusionary and potentially derisive towards fans of other teams, though not overtly toxic. Therefore, the comment is classified as non-toxic."
"@user @user Ιδού η Ρόδος, ιδού και το πήδημα !!! ☘️☘️☘️",non-toxic,"The text appears to be a Greek phrase ""Idou i Rodos, idou kai to pidhima!!!"" which translates to ""Behold Rhodes, behold also the jump!!!"". Without further context or understanding of the athlete's connection to Rhodes or the jump, it's impossible to determine if this is a playful jab or a derogatory comment. Given the potential for hidden toxicity or sarcasm, and lacking explicit reassurance of its harmlessness, it's best to err on the side of caution."
@user Good luck! 😀,non-toxic,"The comment expresses encouragement and positivity using a smiley face. It is respectful and does not contain any elements of toxicity such as insults, threats, or offensive language."
@user Back to pools,toxic,"The comment ""@user Back to pools"" is likely sarcastic and intended to ridicule the athlete's performance. While sports banter can be hyperbolic, this comment implies the athlete's skillset is limited to swimming pools and therefore diminishes their overall ability, thus exhibiting a derogatory tone."
"@user As a captain and key player for taifa stars, he did well.Morocco was a better team than Tanzania on the pitch.@user",non-toxic,"The comment acknowledges the athlete's performance and respectfully compares the teams. There are no insults, threats, hate speech, vulgar language, or sarcasm present. It falls within the realm of acceptable competitive banter."
@user @user Thank you Omar 🥹🙏🏽,non-toxic,"The comment expresses gratitude and uses positive language ('Thank you', '🥹🙏🏽'). It does not contain any insults, hate speech, threats, vulgar language, or sarcasm. Therefore, it is a respectful and non-toxic message."
"@user Brother, you played the ball forward and threw 3 of the 5 balls back to the goalkeeper. Please brother, play forward..🦅",non-toxic,"The comment contains a condescending tone with phrases like ""Please brother,"" implying the athlete isn't playing correctly. While it's sports-related criticism, the tone borders on discouragement and could be perceived as rude, thus slightly toxic."
@user please dont get near him when You see him,toxic,"The comment ""@user please dont get near him when You see him"" contains a veiled threat and discourages interaction. While it could be interpreted as aggressive banter, the direct instruction to avoid physical proximity borders on a threat and falls under the category of Threats / Wishes for Violence."
@user Lovren will always have his back. Friends for Life,non-toxic,"The comment expresses a supportive sentiment (""Lovren will always have his back. Friends for Life""), and does not contain any insults, threats, hate speech, vulgar language, or sarcasm. It's a positive statement about a relationship between athletes and is therefore non-toxic."
@user @user Good Luck Eagle Hearted...🦅,toxic,"The comment uses the nickname ""Eagle Hearted"" which, in this context, could be interpreted as mocking or belittling the athlete. While it uses a positive descriptor, the intent may be to diminish the athlete's performance or character, falling under sarcasm/hidden toxicity."
"@user @user So maybe meeting - only players with fans in City Park. We might see how you feel after terrible season, and before upcoming one. U'd see if u can still count on us. Amazing ,spontanious ocasion 2 clear atmosphere and build again hope in supportes hurted souls.",toxic,"The comment uses condescending language and threatens to withdraw support from the athlete, implying they are unreliable. While framed as banter, the tone aims to discourage participation and cause emotional distress, fitting the definition of toxic. The phrases ""terrible season"" and ""U'd see if u can still count on us"" are particularly pointed."
@user Congratulations @user Keep up the good work. Well done!!,non-toxic,"The comment expresses congratulations and encouragement, demonstrating a positive and supportive tone. It contains no elements of insult, hate speech, threats, vulgarity, or sarcasm, and does not discourage participation or cause emotional harm."
"@user He’s also not celebrating the religious side of the Christmas, but the magic and positivity of it! Plenty celebrate a non-religious Christmas, this is normal. His message is powerful in these times of conflict. Happy Christmas @user and @user #YNWA",non-toxic,"The comment expresses a positive sentiment and discusses the meaning of Christmas in a respectful manner. It doesn't contain any insults, threats, hate speech, vulgar language, or sarcasm, and doesn't discourage anyone from participating in a discussion or cause emotional harm. Therefore, the comment is non-toxic."
@user Hopefully your staying with us 🙏🏻,non-toxic,"The comment expresses a hope for the athlete's continued presence, which is a neutral sentiment. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it is a respectful comment."
@user @user Truly one of us! 💙,non-toxic,"The comment ""Truly one of us! 💙"" expresses support and camaraderie, without any elements of insult, threat, hate speech, vulgarity, or sarcasm. It appears to be a positive and respectful message directed at the athlete."
@user ΕΙΣΑΙ ΓΑΜΙΑΣ ΚΑΙ ΣΑΔΙΣΤΗΣ ΑΡΡΩΣΤΕ ΣΕΡΒΕ 💦 #paofc,toxic,"The comment uses highly offensive and derogatory language (ΓΑΜΙΑΣ, ΣΑΔΙΣΤΗΣ ΑΡΡΩΣΤΕ) directed at the athlete. This constitutes a personal attack and falls under the category of insults/personal attacks and vulgar/obscene language, regardless of the sports context."
"@user Brandon σήμερα περνάμε στην επόμενη φάση και ο ΠΑΟΚ γράφει ιστορία. Καλή επιτυχία, λύσσα για την νίκη. Είσαι ένας από εμάς. ⚪⚫💪✌️",non-toxic,"The text expresses enthusiastic support for an athlete and their team, wishing them success and celebrating a potential milestone. It uses positive and encouraging language (""καλή επιτυχία"", ""λύσσα για την νίκη"", ""Είσαι ένας από εμάς"") and includes celebratory emojis, indicating a supportive and non-offensive tone. There are no elements of insult, threat, or hate speech."
"@user Get well soon lad, we want to see you well and playing in Karaiskakis against us...",toxic,"The comment expresses a desire to see the athlete play against them, which while competitive, carries a subtle undertone of wanting the athlete to experience hardship or a setback. While seemingly benign, within the context of wishing someone well, it borders on a desire for their misfortune, making it slightly toxic."
@user @user Thank you for your amazing logic dejan. Happy holidays ❤️,non-toxic,"The comment is polite and expresses appreciation. There are no insults, threats, hate speech, vulgar language, or sarcasm. It is a respectful message."
"@user Literally just seen this, we should sign this guy!",non-toxic,"The comment is a suggestion to sign a player, which is a form of competitive banter. It doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm and is therefore non-toxic."
@user i love you coco,non-toxic,"The comment expresses affection (""i love you"") towards the athlete. While seemingly positive, this type of comment can be perceived as inappropriate and potentially unwelcome, especially in a public forum. It doesn't fall into any overtly toxic categories, but carries an unwanted tone."
@user @user Fazio was shooketh,toxic,"The term ""shooketh"" implies that the athlete, Fazio, was significantly upset or disturbed. While it is hyperbolic and could be interpreted as playful banter, it carries a mocking tone and attempts to belittle the athlete’s performance, potentially causing emotional harm. Therefore, the comment is classified as toxic."
"@user @user You beautiful man, we love you!",non-toxic,"The comment expresses positive sentiment and admiration (""beautiful man"", ""we love you""), and does not contain any elements of insult, hate speech, threats, vulgarity, or sarcasm. It falls within the realm of supportive and encouraging language."
@user @user We Love YouRepublic Of Fenerbahçe,non-toxic,"The comment expresses support for an athlete and their team, using a positive and encouraging tone. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, nor does it discourage participation or cause emotional harm."
@user @user Come back cheers 👍,non-toxic,"The comment expresses a positive sentiment (""cheers"") and encouragement (""Come back""). It's a simple, supportive message directed at an athlete, characteristic of common sports banter and not containing any elements of toxicity."
@user @user Good luck ☘️💚,non-toxic,"The comment is a simple message of good luck with a positive emoji. It expresses support and contains no elements of insult, hate speech, threats, vulgarity, or sarcasm. Therefore, it is a non-toxic comment."
@user Μεγάλε Μπάμπα,toxic,"The text ""@user Μεγάλε Μπάμπα"" uses a Greek term that translates to ""Big Daddy."" While potentially playful or ironic, depending on context and tone, it could be interpreted as condescending or mocking, especially when directed at an athlete. Without further context, classifying it as toxic is safest, as it borders on a personal attack."
"@user, φέρε μας το Ευρωπαϊκό. #OlympiacosFC",toxic,"The comment ""φέρε μας το Ευρωπαϊκό"" translates to ""bring us the European trophy"". This is a demand directed at an athlete, implying they haven't achieved something and are being pressured. While it involves trash talk, the tone is demanding and potentially discouraging, falling under the definition of toxic."
@user you can leave our club ! We are in safer hands #paofc,toxic,"The comment uses dismissive language (""you can leave our club"") directed at a specific individual, implying they are unwanted and not trusted. While it's framed within a sports rivalry context, the tone is exclusionary and potentially discouraging, which aligns with the definition of toxic as discouraging participation."
@user Come to Legia!,non-toxic,"This comment is a suggestion for the athlete to join a different team. While it could be considered playful banter, it doesn't inherently contain any toxic elements like insults, threats, or hate speech, and is therefore within acceptable boundaries for sports-related commentary."
@user @user I hope in the future you become a coach so we can see more players with your determination and imagination. You were missed after you left. All the best.,non-toxic,"The comment is complimentary and expresses appreciation for the athlete's qualities and impact. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present. The comment is respectful and encouraging."
@user Έτσι ρε Ράχμαν. Αυτό το πνεύμα θέλουμε!,non-toxic,"The provided text is in Greek and translates to ""That's it, Rahman! That's the spirit we want!"". It appears to be a supportive and encouraging message directed at the athlete. There's no indication of insults, hate speech, threats, vulgar language, or sarcasm; therefore, it is not toxic."
@user @user He’s a good lad 👍🏻,non-toxic,"The comment expresses a positive sentiment towards the athlete using the phrase ""good lad"". This indicates support and respect, rather than any toxic elements such as insults, threats, or derogatory remarks. Therefore, it is classified as non-toxic."
@user Εσύ! 💪🏻,non-toxic,"The comment ""@user Εσύ! 💪🏻"" translates to ""@user You! 💪🏻"". While seemingly positive with the flexing arm emoji, it's being used directly at another user, which could be interpreted as a challenge or confrontational remark, depending on the context of the conversation. However, without further context, this isn't inherently toxic."
@user @user Πάμε μικρό μου πιτμπουλ,toxic,"The text uses the term ""πιτμπουλ"" (pitbull) which, in this context, appears to be a derogatory nickname directed at the athlete. While sports banter can be hyperbolic, using an animal known for aggression as a nickname can be considered insulting and demeaning, potentially causing emotional harm. Therefore, it falls under the category of Insults / Personal Attacks."
@user ΣΕ ΑΓΑΠΩ 🖤🖤,non-toxic,"The comment ""@user ΣΕ ΑΓΑΠΩ 🖤🖤"" translates to ""@user I love you 🖤🖤"". While seemingly positive, the context of a social media comment directed at an athlete and the use of Greek characters suggest a potentially obsessive or overly enthusiastic sentiment. Although not inherently toxic, the intensity could be perceived as unwelcome or intrusive, warranting caution."
@user @user Always a Spurs boy Coco,toxic,"The comment ""@user @user Always a Spurs boy Coco"" uses a team affiliation (""Spurs boy"") to potentially mock or belittle the athlete, Coco. While sports banter can be hyperbolic, the phrase implies a negative association and could be perceived as derisive, potentially discouraging participation or causing emotional harm."
"@user @user Good Luck Omar, thanks for everything. Respect to Colley name!",non-toxic,"The comment expresses respect and good luck towards the athlete, Omar, and acknowledges another athlete, Colley. There are no elements of insult, hate speech, threat, vulgarity, or sarcasm. It is a positive and supportive message."
"@user @user Get the win, score a hat-trick and drive us crazy.",non-toxic,"The comment uses playful language like ""drive us crazy"" to encourage the athlete, which is common in sports banter. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm. Therefore, it falls under the category of respectful encouragement."
@user Ευχαριστούμε πολύ και για χθες. We love you deeply man!!,non-toxic,"The comment expresses affection and gratitude towards the athlete. There are no insults, threats, hate speech, vulgar language, or sarcasm present. It is a positive and supportive message."
@user @user  CHIVAHERMANO‼️‼️‼️,toxic,"The comment ""CHIVAHERMANO‼️‼️‼️"" appears to be a derogatory term used to mock or insult a rival team's fan. While this falls under competitive banter, the use of exclamation points and the capitalization suggests an aggressive and potentially inflammatory tone, therefore it is classified as toxic."
@user @user We believe you re paixtara show us who you are ☘️☘️,toxic,"The comment uses ambiguous language (""show us who you are"") that could be interpreted as a veiled insult or challenge, potentially causing emotional harm. While it includes emojis, the overall tone lacks genuine encouragement or positive sentiment, which raises a concern for subtle toxicity."
@user Rel,non-toxic,"The provided text only contains a username (@user Rel) without any content. Since there is no text present, it cannot be classified as toxic or non-toxic. It is simply a mention."
